Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
3075,ODI # 3218,Pakistan,Bangladesh,Winner2ndInning,Dhaka,"Dec 1, 2011",Pakistan,Bangladesh,Away,Home,Second,First,240,246,486
3076,ODI # 3219,West Indies,India,Winner2ndInning,Visakhapatnam,"Dec 2, 2011",India,India,Away,Home,First,Second,178,273,451
3077,ODI # 3220,Pakistan,Bangladesh,Winner1stInning,Dhaka,"Dec 3, 2011",Pakistan,Bangladesh,Away,Home,First,Second,241,243,484
3078,ODI # 3221,West Indies,India,Winner1stInning,Ahmedabad,"Dec 5, 2011",West Indies,India,Away,Home,First,Second,241,187,428
3079,ODI # 3222,Pakistan,Bangladesh,Winner1stInning,Chittagong,"Dec 6, 2011",Pakistan,Bangladesh,Away,Home,First,Second,258,232,490
3080,ODI # 3223,West Indies,India,Winner1stInning,Indore,"Dec 8, 2011",India,India,Away,Home,Second,First,285,266,551
3081,ODI # 3224,West Indies,India,Winner1stInning,Chennai,"Dec 11, 2011",India,India,Away,Home,Second,First,237,273,510
3082,ODI # 3225,Sri Lanka,South Africa,Winner1stInning,Paarl,"Jan 11, 2012",South Africa,South Africa,Away,Home,Second,First,165,156,321
3083,ODI # 3226,Sri Lanka,South Africa,Winner2ndInning,East London,"Jan 14, 2012",South Africa,South Africa,Away,Home,First,Second,151,219,370
3084,ODI # 3227,Sri Lanka,South Africa,Winner1stInning,Bloemfontein,"Jan 17, 2012",South Africa,South Africa,Away,Home,Second,First,176,272,448
3085,ODI # 3228,Sri Lanka,South Africa,Winner2ndInning,Kimberley,"Jan 20, 2012",Sri Lanka,South Africa,Away,Home,Second,First,241,171,412
3086,ODI # 3229,Sri Lanka,South Africa,Winner2ndInning,Johannesburg,"Jan 22, 2012",Sri Lanka,South Africa,Away,Home,Second,First,296,229,525
3087,ODI # 3230,Zimbabwe,New Zealand,Winner1stInning,Dunedin,"Feb 3, 2012",New Zealand,New Zealand,Away,Home,Second,First,191,216,407
3088,ODI # 3231,India,Australia,Winner1stInning,Melbourne,"Feb 5, 2012",Australia,Australia,Away,Home,Second,First,166,173,339
3089,ODI # 3232,Zimbabwe,New Zealand,Winner1stInning,Whangarei,"Feb 6, 2012",New Zealand,New Zealand,Away,Home,Second,First,207,177,384
3090,ODI # 3233,Sri Lanka,India,Winner2ndInning,Perth,"Feb 8, 2012",India,Australia,Neutral,Neutral,First,Second,178,223,401
3091,ODI # 3234,Zimbabwe,New Zealand,Winner1stInning,Napier,"Feb 9, 2012",New Zealand,New Zealand,Away,Home,Second,First,197,243,440
3092,ODI # 3235,Sri Lanka,Australia,Winner1stInning,Perth,"Feb 10, 2012",Australia,Australia,Away,Home,Second,First,273,179,452
3093,ODI # 3236,Pakistan,Afghanistan,Winner2ndInning,Sharjah,"Feb 10, 2012",Pakistan,U.A.E.,Neutral,Neutral,Second,First,185,256,441
3094,ODI # 3237,India,Australia,Winner2ndInning,Adelaide,"Feb 12, 2012",India,Australia,Away,Home,Second,First,260,188,448
3095,ODI # 3238,Pakistan,England,Winner1stInning,Abu Dhabi,"Feb 13, 2012",England,U.A.E.,Neutral,Neutral,Second,First,292,289,581
3096,ODI # 3240,Pakistan,England,Winner1stInning,Abu Dhabi,"Feb 15, 2012",England,U.A.E.,Neutral,Neutral,Second,First,205,188,393
3097,ODI # 3241,Sri Lanka,Australia,Winner2ndInning,Sydney,"Feb 17, 2012",Sri Lanka,Australia,Away,Home,Second,First,231,177,408
3098,ODI # 3242,Ireland,Kenya,Winner2ndInning,Mombasa,"Feb 18, 2012",Kenya,Kenya,Away,Home,First,Second,251,188,439
3099,ODI # 3243,Pakistan,England,Winner2ndInning,Dubai,"Feb 18, 2012",England,U.A.E.,Neutral,Neutral,First,Second,270,289,559
3100,ODI # 3244,India,Australia,Winner1stInning,Brisbane,"Feb 19, 2012",Australia,Australia,Away,Home,Second,First,242,163,405
3101,ODI # 3245,Ireland,Kenya,Winner1stInning,Mombasa,"Feb 20, 2012",Ireland,Kenya,Away,Home,First,Second,275,234,509
3102,ODI # 3246,Sri Lanka,India,Winner1stInning,Brisbane,"Feb 21, 2012",Sri Lanka,Australia,Neutral,Neutral,First,Second,269,192,461
3103,ODI # 3247,Pakistan,England,Winner2ndInning,Dubai,"Feb 21, 2012",England,U.A.E.,Neutral,Neutral,First,Second,295,206,501
3104,ODI # 3248,Sri Lanka,Australia,Winner2ndInning,Hobart,"Feb 24, 2012",Sri Lanka,Australia,Away,Home,Second,First,160,270,430
3105,ODI # 3249,South Africa,New Zealand,Winner2ndInning,Wellington,"Feb 25, 2012",South Africa,New Zealand,Away,Home,Second,First,200,209,409
3106,ODI # 3250,India,Australia,Winner1stInning,Sydney,"Feb 26, 2012",Australia,Australia,Away,Home,Second,First,216,247,463
3107,ODI # 3251,Sri Lanka,India,Winner2ndInning,Hobart,"Feb 28, 2012",India,Australia,Neutral,Neutral,First,Second,180,188,368
3108,ODI # 3252,South Africa,New Zealand,Winner2ndInning,Napier,"Feb 29, 2012",South Africa,New Zealand,Away,Home,Second,First,252,195,447
3109,ODI # 3253,Sri Lanka,Australia,Winner1stInning,Melbourne,"Mar 2, 2012",Sri Lanka,Australia,Away,Home,First,Second,183,210,393
3110,ODI # 3254,South Africa,New Zealand,Winner2ndInning,Auckland,"Mar 3, 2012",South Africa,New Zealand,Away,Home,Second,First,249,156,405
3111,ODI # 3255,Sri Lanka,Australia,Winner1stInning,Brisbane,"Mar 4, 2012",Australia,Australia,Away,Home,Second,First,209,263,472
3112,ODI # 3256,Sri Lanka,Australia,Winner2ndInning,Adelaide,"Mar 6, 2012",Sri Lanka,Australia,Away,Home,Second,First,183,274,457
3113,ODI # 3257,Sri Lanka,Australia,Winner1stInning,Adelaide,"Mar 8, 2012",Australia,Australia,Away,Home,Second,First,274,294,568
3114,ODI # 3258,Pakistan,Bangladesh,Winner1stInning,Dhaka,"Mar 11, 2012",Pakistan,Bangladesh,Away,Home,First,Second,172,189,361
3115,ODI # 3259,Sri Lanka,India,Winner1stInning,Dhaka,"Mar 13, 2012",India,Bangladesh,Neutral,Neutral,Second,First,202,211,413
3116,ODI # 3260,Sri Lanka,Pakistan,Winner2ndInning,Dhaka,"Mar 15, 2012",Pakistan,Bangladesh,Neutral,Neutral,First,Second,245,300,545
3117,ODI # 3261,India,Bangladesh,Winner2ndInning,Dhaka,"Mar 16, 2012",Bangladesh,Bangladesh,Away,Home,First,Second,241,261,502
3118,ODI # 3262,Australia,West Indies,Winner1stInning,Kingstown,"Mar 16, 2012",Australia,West Indies,Away,Home,First,Second,267,232,499
3119,ODI # 3263,Pakistan,India,Winner2ndInning,Dhaka,"Mar 18, 2012",India,Bangladesh,Neutral,Neutral,First,Second,222,196,418
3120,ODI # 3264,Australia,West Indies,Winner2ndInning,Kingstown,"Mar 18, 2012",West Indies,West Indies,Away,Home,First,Second,248,283,531
3121,ODI # 3265,Sri Lanka,Bangladesh,Winner2ndInning,Dhaka,"Mar 20, 2012",Bangladesh,Bangladesh,Away,Home,First,Second,237,298,535
3122,ODI # 3267,Pakistan,Bangladesh,Winner1stInning,Dhaka,"Mar 22, 2012",Pakistan,Bangladesh,Away,Home,First,Second,267,230,497
3123,ODI # 3268,Australia,West Indies,Winner1stInning,Gros Islet,"Mar 23, 2012",West Indies,West Indies,Away,Home,Second,First,269,171,440
3124,ODI # 3269,Australia,West Indies,Winner1stInning,Gros Islet,"Mar 25, 2012",Australia,West Indies,Away,Home,First,Second,198,201,399
3125,ODI # 3270,Netherlands,Afghanistan,Winner2ndInning,Sharjah,"Mar 29, 2012",Netherlands,U.A.E.,Neutral,Neutral,Second,First,181,221,402
3126,ODI # 3271,Netherlands,Afghanistan,Winner2ndInning,Sharjah,"Mar 31, 2012",Afghanistan,U.A.E.,Neutral,Neutral,First,Second,170,253,423
3127,ODI # 3272,Pakistan,Sri Lanka,Winner2ndInning,Pallekele,"Jun 7, 2012",Pakistan,,Neutral,Neutral,Second,First,196,260,456
3128,ODI # 3273,Pakistan,Sri Lanka,Winner1stInning,Pallekele,"Jun 9, 2012",Sri Lanka,,Neutral,Neutral,Second,First,207,212,419
3129,ODI # 3275,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Jun 16, 2012",Sri Lanka,Sri Lanka,Away,Home,Second,First,287,182,469
3130,ODI # 3276,West Indies,England,Winner1stInning,Southampton,"Jun 16, 2012",England,England,Away,Home,Second,First,155,182,337
3131,ODI # 3277,Pakistan,Sri Lanka,Winner2ndInning,Colombo,"Jun 18, 2012",Sri Lanka,Sri Lanka,Away,Home,First,Second,202,284,486
3132,ODI # 3278,West Indies,England,Winner2ndInning,The Oval,"Jun 19, 2012",England,England,Away,Home,First,Second,206,205,411
3133,ODI # 3280,Australia,England,Winner1stInning,Lord's,"Jun 29, 2012",England,England,Away,Home,Second,First,210,186,396
3134,ODI # 3281,Australia,England,Winner2ndInning,The Oval,"Jul 1, 2012",England,England,Away,Home,First,Second,179,274,453
3135,ODI # 3282,Afghanistan,Ireland,Winner1stInning,Dublin,"Jul 5, 2012",Ireland,Ireland,Away,Home,Second,First,264,176,440
3136,ODI # 3283,New Zealand,West Indies,Winner2ndInning,Kingston,"Jul 5, 2012",West Indies,West Indies,Away,Home,First,Second,293,186,479
3137,ODI # 3284,Australia,England,Winner2ndInning,Chester,"Jul 7, 2012",England,England,Away,Home,First,Second,214,194,408
3138,ODI # 3285,New Zealand,West Indies,Winner1stInning,Kingston,"Jul 7, 2012",West Indies,West Indies,Away,Home,Second,First,157,239,396
3139,ODI # 3286,Australia,England,Winner2ndInning,Manchester,"Jul 10, 2012",England,England,Away,Home,First,Second,151,192,343
3140,ODI # 3287,Canada,Scotland,Winner2ndInning,Ayr,"Jul 11-12, 2012",Scotland,Scotland,Away,Home,First,Second,196,201,397
3141,ODI # 3288,New Zealand,West Indies,Winner1stInning,Basseterre,"Jul 11, 2012",New Zealand,West Indies,Away,Home,First,Second,184,264,448
3142,ODI # 3289,New Zealand,West Indies,Winner1stInning,Basseterre,"Jul 14, 2012",West Indies,West Indies,Away,Home,Second,First,248,261,509
3143,ODI # 3290,New Zealand,West Indies,Winner1stInning,Basseterre,"Jul 16, 2012",West Indies,West Indies,Away,Home,Second,First,151,298,449
3144,ODI # 3291,India,Sri Lanka,Winner1stInning,Hambantota,"Jul 21, 2012",India,Sri Lanka,Away,Home,First,Second,296,263,559
3145,ODI # 3292,India,Sri Lanka,Winner2ndInning,Hambantota,"Jul 24, 2012",Sri Lanka,Sri Lanka,Away,Home,First,Second,198,188,386
3146,ODI # 3293,India,Sri Lanka,Winner2ndInning,Colombo,"Jul 28, 2012",India,Sri Lanka,Away,Home,Second,First,208,173,381
3147,ODI # 3294,India,Sri Lanka,Winner2ndInning,Colombo,"Jul 31, 2012",India,Sri Lanka,Away,Home,Second,First,274,282,556
3148,ODI # 3295,India,Sri Lanka,Winner1stInning,Pallekele,"Aug 4, 2012",India,,Neutral,Neutral,First,Second,201,270,471
3149,ODI # 3297,Australia,Afghanistan,Winner1stInning,Sharjah,"Aug 25, 2012",Australia,U.A.E.,Neutral,Neutral,First,Second,228,277,505
3150,ODI # 3298,South Africa,England,Winner1stInning,Southampton,"Aug 28, 2012",South Africa,England,Away,Home,First,Second,293,189,482
3151,ODI # 3299,Pakistan,Australia,Winner2ndInning,Sharjah,"Aug 28, 2012",Australia,U.A.E.,Neutral,Neutral,First,Second,230,205,435
3152,ODI # 3300,South Africa,England,Winner2ndInning,The Oval,"Aug 31, 2012",England,England,Away,Home,First,Second,253,237,490
3153,ODI # 3301,Pakistan,Australia,Winner2ndInning,Abu Dhabi,"Aug 31, 2012",Pakistan,U.A.E.,Neutral,Neutral,Second,First,151,274,425
3154,ODI # 3302,South Africa,England,Winner2ndInning,Lord's,"Sep 2, 2012",England,England,Away,Home,First,Second,248,221,469
3155,ODI # 3303,Pakistan,Australia,Winner2ndInning,Sharjah,"Sep 3, 2012",Australia,U.A.E.,Neutral,Neutral,First,Second,251,284,535
3156,ODI # 3304,South Africa,England,Winner2ndInning,Nottingham,"Sep 5, 2012",South Africa,England,Away,Home,Second,First,262,238,500
3157,ODI # 3305,New Zealand,Sri Lanka,Winner1stInning,Pallekele,"Nov 4, 2012",Sri Lanka,,Neutral,Neutral,Second,First,198,288,486
3158,ODI # 3306,New Zealand,Sri Lanka,Winner2ndInning,Pallekele,"Nov 6, 2012",Sri Lanka,,Neutral,Neutral,First,Second,266,179,445
3159,ODI # 3307,New Zealand,Sri Lanka,Winner2ndInning,Hambantota,"Nov 10, 2012",Sri Lanka,Sri Lanka,Away,Home,First,Second,231,281,512
3160,ODI # 3309,West Indies,Bangladesh,Winner2ndInning,Khulna,"Nov 30, 2012",Bangladesh,Bangladesh,Away,Home,First,Second,242,264,506
3161,ODI # 3310,West Indies,Bangladesh,Winner1stInning,Khulna,"Dec 2, 2012",Bangladesh,Bangladesh,Away,Home,Second,First,249,229,478
3162,ODI # 3311,West Indies,Bangladesh,Winner2ndInning,Dhaka,"Dec 5, 2012",West Indies,Bangladesh,Away,Home,Second,First,242,154,396
3163,ODI # 3312,West Indies,Bangladesh,Winner1stInning,Dhaka,"Dec 7, 2012",West Indies,Bangladesh,Away,Home,First,Second,241,250,491
3164,ODI # 3313,West Indies,Bangladesh,Winner2ndInning,Dhaka,"Dec 8, 2012",Bangladesh,Bangladesh,Away,Home,First,Second,270,292,562
3165,ODI # 3314,Pakistan,India,Winner2ndInning,Chennai,"Dec 30, 2012",Pakistan,India,Away,Home,Second,First,220,234,454
3166,ODI # 3315,Pakistan,India,Winner1stInning,Kolkata,"Jan 3, 2013",Pakistan,India,Away,Home,First,Second,281,234,515
3167,ODI # 3316,Pakistan,India,Winner1stInning,Delhi,"Jan 6, 2013",India,India,Away,Home,Second,First,284,271,555
3168,ODI # 3317,Sri Lanka,Australia,Winner1stInning,Melbourne,"Jan 11, 2013",Australia,Australia,Away,Home,Second,First,189,225,414
3169,ODI # 3318,England,India,Winner1stInning,Rajkot,"Jan 11, 2013",England,India,Away,Home,First,Second,169,244,413
3170,ODI # 3319,Sri Lanka,Australia,Winner2ndInning,Adelaide,"Jan 13, 2013",Sri Lanka,Australia,Away,Home,Second,First,228,255,483
3171,ODI # 3320,England,India,Winner1stInning,Kochi,"Jan 15, 2013",India,India,Away,Home,Second,First,294,286,580
3172,ODI # 3321,Sri Lanka,Australia,Winner2ndInning,Brisbane,"Jan 18, 2013",Sri Lanka,Australia,Away,Home,Second,First,156,186,342
3173,ODI # 3322,England,India,Winner2ndInning,Ranchi,"Jan 19, 2013",India,India,Away,Home,First,Second,271,215,486
3174,ODI # 3323,New Zealand,South Africa,Winner2ndInning,Paarl,"Jan 19, 2013",New Zealand,South Africa,Away,Home,Second,First,153,269,422
3175,ODI # 3325,New Zealand,South Africa,Winner1stInning,Kimberley,"Jan 22, 2013",New Zealand,South Africa,Away,Home,First,Second,185,180,365
3176,ODI # 3326,Sri Lanka,Australia,Winner1stInning,Hobart,"Jan 23, 2013",Australia,Australia,Away,Home,Second,First,296,286,582
3177,ODI # 3327,England,India,Winner2ndInning,Mohali,"Jan 23, 2013",India,,Neutral,Neutral,First,Second,280,243,523
3178,ODI # 3328,New Zealand,South Africa,Winner2ndInning,Potchefstroom,"Jan 25, 2013",South Africa,South Africa,Away,Home,First,Second,272,226,498
3179,ODI # 3329,England,India,Winner2ndInning,Dharamsala,"Jan 27, 2013",England,India,Away,Home,Second,First,158,251,409
3180,ODI # 3330,West Indies,Australia,Winner2ndInning,Perth,"Feb 1, 2013",Australia,Australia,Away,Home,First,Second,189,178,367
3181,ODI # 3331,West Indies,Australia,Winner1stInning,Perth,"Feb 3, 2013",Australia,Australia,Away,Home,Second,First,192,231,423
3182,ODI # 3332,West Indies,Australia,Winner1stInning,Canberra,"Feb 6, 2013",Australia,Australia,Away,Home,Second,First,225,193,418
3183,ODI # 3333,West Indies,Australia,Winner2ndInning,Sydney,"Feb 8, 2013",Australia,Australia,Away,Home,First,Second,280,276,556
3184,ODI # 3334,West Indies,Australia,Winner1stInning,Melbourne,"Feb 10, 2013",Australia,Australia,Away,Home,Second,First,271,205,476
3185,ODI # 3335,England,New Zealand,Winner2ndInning,Hamilton,"Feb 17, 2013",New Zealand,New Zealand,Away,Home,First,Second,283,283,566
3186,ODI # 3336,England,New Zealand,Winner2ndInning,Napier,"Feb 20, 2013",England,New Zealand,Away,Home,Second,First,211,171,382
3187,ODI # 3337,Zimbabwe,West Indies,Winner1stInning,St George's,"Feb 22, 2013",West Indies,West Indies,Away,Home,Second,First,188,233,421
3188,ODI # 3338,England,New Zealand,Winner2ndInning,Auckland,"Feb 23, 2013",England,New Zealand,Away,Home,Second,First,169,285,454
3189,ODI # 3339,Zimbabwe,West Indies,Winner2ndInning,St George's,"Feb 24, 2013",West Indies,West Indies,Away,Home,First,Second,167,252,419
3190,ODI # 3340,Zimbabwe,West Indies,Winner2ndInning,St George's,"Feb 26, 2013",West Indies,West Indies,Away,Home,First,Second,261,164,425
3191,ODI # 3341,Scotland,Afghanistan,Winner2ndInning,Sharjah,"Mar 6, 2013",Afghanistan,U.A.E.,Neutral,Neutral,First,Second,177,267,444
3192,ODI # 3342,Scotland,Afghanistan,Winner2ndInning,Sharjah,"Mar 8, 2013",Afghanistan,U.A.E.,Neutral,Neutral,First,Second,266,182,448
3193,ODI # 3343,Pakistan,South Africa,Winner1stInning,Bloemfontein,"Mar 10, 2013",South Africa,South Africa,Away,Home,Second,First,239,254,493
3194,ODI # 3344,Kenya,Canada,Winner2ndInning,ICCA Dubai,"Mar 11, 2013",Kenya,U.A.E.,Neutral,Neutral,Second,First,222,208,430
3195,ODI # 3345,Kenya,Canada,Winner2ndInning,ICCA Dubai,"Mar 13, 2013",Kenya,U.A.E.,Neutral,Neutral,Second,First,159,211,370
3196,ODI # 3346,Pakistan,South Africa,Winner2ndInning,Centurion,"Mar 15, 2013",Pakistan,South Africa,Away,Home,Second,First,203,260,463
3197,ODI # 3347,Pakistan,South Africa,Winner1stInning,Johannesburg,"Mar 17, 2013",South Africa,South Africa,Away,Home,Second,First,215,252,467
3198,ODI # 3348,Pakistan,South Africa,Winner2ndInning,Durban,"Mar 21, 2013",Pakistan,South Africa,Away,Home,Second,First,189,238,427
3199,ODI # 3349,Bangladesh,Sri Lanka,Winner2ndInning,Hambantota,"Mar 23, 2013",Sri Lanka,Sri Lanka,Away,Home,First,Second,174,164,338
3200,ODI # 3350,Pakistan,South Africa,Winner2ndInning,Benoni,"Mar 24, 2013",South Africa,South Africa,Away,Home,First,Second,284,212,496
3201,ODI # 3352,Bangladesh,Sri Lanka,Winner2ndInning,Pallekele,"Mar 28, 2013",Bangladesh,,Neutral,Neutral,Second,First,251,167,418
3202,ODI # 3353,Bangladesh,Zimbabwe,Winner1stInning,Bulawayo,"May 3, 2013",Bangladesh,Zimbabwe,Away,Home,First,Second,300,185,485
3203,ODI # 3354,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"May 5, 2013",Zimbabwe,Zimbabwe,Away,Home,First,Second,172,280,452
3204,ODI # 3355,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"May 8, 2013",Zimbabwe,Zimbabwe,Away,Home,First,Second,272,285,557
3205,ODI # 3356,Pakistan,Scotland,Winner1stInning,Edinburgh,"May 17, 2013",Pakistan,Scotland,Away,Home,First,Second,274,283,557
3206,ODI # 3358,Pakistan,Ireland,Winner2ndInning,Dublin,"May 26, 2013",Pakistan,Ireland,Away,Home,Second,First,230,237,467
3207,ODI # 3359,South Africa,Netherlands,Winner1stInning,Amstelveen,"May 31, 2013",South Africa,Netherlands,Away,Home,First,Second,182,187,369
3208,ODI # 3360,New Zealand,England,Winner2ndInning,Lord's,"May 31, 2013",New Zealand,England,Away,Home,Second,First,223,217,440
3209,ODI # 3361,New Zealand,England,Winner1stInning,Southampton,"Jun 2, 2013",New Zealand,England,Away,Home,First,Second,175,164,339
3210,ODI # 3362,New Zealand,England,Winner1stInning,Nottingham,"Jun 5, 2013",England,England,Away,Home,Second,First,173,250,423
3211,ODI # 3363,South Africa,India,Winner1stInning,Cardiff,"Jun 6, 2013",India,England,Neutral,Neutral,Second,First,190,234,424
3212,ODI # 3364,West Indies,Pakistan,Winner2ndInning,The Oval,"Jun 7, 2013",West Indies,England,Neutral,Neutral,Second,First,154,171,325
3213,ODI # 3365,Australia,England,Winner1stInning,Birmingham,"Jun 8, 2013",England,England,Away,Home,Second,First,267,219,486
3214,ODI # 3366,Sri Lanka,New Zealand,Winner2ndInning,Cardiff,"Jun 9, 2013",New Zealand,England,Neutral,Neutral,First,Second,202,215,417
3215,ODI # 3367,South Africa,Pakistan,Winner1stInning,Birmingham,"Jun 10, 2013",South Africa,England,Neutral,Neutral,First,Second,211,227,438
3216,ODI # 3368,West Indies,India,Winner2ndInning,The Oval,"Jun 11, 2013",India,England,Neutral,Neutral,First,Second,294,188,482
3217,ODI # 3370,Sri Lanka,England,Winner2ndInning,The Oval,"Jun 13, 2013",Sri Lanka,England,Away,Home,Second,First,269,161,430
3218,ODI # 3372,Pakistan,India,Winner2ndInning,Birmingham,"Jun 15, 2013",India,England,Neutral,Neutral,First,Second,190,233,423
3219,ODI # 3373,New Zealand,England,Winner1stInning,Cardiff,"Jun 16, 2013",England,England,Away,Home,Second,First,152,289,441
3220,ODI # 3374,Sri Lanka,Australia,Winner1stInning,The Oval,"Jun 17, 2013",Sri Lanka,England,Neutral,Neutral,First,Second,188,188,376
3221,ODI # 3375,South Africa,England,Winner2ndInning,The Oval,"Jun 19, 2013",England,England,Away,Home,First,Second,178,173,351
3222,ODI # 3376,Sri Lanka,India,Winner2ndInning,Cardiff,"Jun 20, 2013",India,England,Neutral,Neutral,First,Second,169,151,320
3223,ODI # 3377,India,England,Winner1stInning,Birmingham,"Jun 23, 2013",India,England,Away,Home,First,Second,232,246,478
3224,ODI # 3378,Sri Lanka,West Indies,Winner2ndInning,Kingston,"Jun 28, 2013",West Indies,West Indies,Away,Home,First,Second,299,247,546
3225,ODI # 3379,Kenya,Scotland,Winner1stInning,Aberdeen,"Jun 30, 2013",Scotland,Scotland,Away,Home,Second,First,163,281,444
3226,ODI # 3380,India,West Indies,Winner2ndInning,Kingston,"Jun 30, 2013",West Indies,West Indies,Away,Home,First,Second,244,179,423
3227,ODI # 3381,Kenya,Scotland,Winner2ndInning,Aberdeen,"Jul 2-3, 2013",Scotland,Scotland,Away,Home,First,Second,215,300,515
3228,ODI # 3382,Sri Lanka,India,Winner1stInning,Kingston,"Jul 2, 2013",Sri Lanka,West Indies,Neutral,Neutral,First,Second,213,288,501
3229,ODI # 3383,India,West Indies,Winner1stInning,Port of Spain,"Jul 5, 2013",India,West Indies,Away,Home,First,Second,202,236,438
3230,ODI # 3384,Ireland,Netherlands,Winner1stInning,Amstelveen,"Jul 7, 2013",Ireland,Netherlands,Away,Home,First,Second,296,222,518
3231,ODI # 3385,Sri Lanka,West Indies,Winner1stInning,Port of Spain,"Jul 7-8, 2013",Sri Lanka,West Indies,Away,Home,First,Second,247,194,441
3232,ODI # 3387,Sri Lanka,India,Winner1stInning,Port of Spain,"Jul 9, 2013",India,West Indies,Neutral,Neutral,Second,First,266,182,448
3233,ODI # 3388,Sri Lanka,India,Winner2ndInning,Port of Spain,"Jul 11, 2013",India,West Indies,Neutral,Neutral,First,Second,222,209,431
